epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6761396527290344,0.9063715934753418,9.999999747378752e-06,0.12913425266742706,0.7505269646644592,0.5782392024993896,0.8322510719299316,0.9734962582588196,0.054311297833919525,0.8808068633079529,0.7797619104385376
1,0.7238139510154724,0.9336729049682617,9.999999747378752e-06,0.10332941263914108,0.7940549254417419,0.6476047039031982,0.8501082062721252,0.9793515205383301,0.04725576192140579,0.8888888955116272,0.8051947951316833
2,0.7645284533500671,0.9477474689483643,9.999999747378752e-06,0.089164137840271,0.8229770660400391,0.691335141658783,0.8641774654388428,0.9830814599990845,0.0423433780670166,0.8984741568565369,0.8284631967544556
3,0.7741561532020569,0.9535859823226929,9.999999747378752e-06,0.08282417804002762,0.8294521570205688,0.714766263961792,0.8787878751754761,0.9856953620910645,0.03840825334191322,0.9058347940444946,0.8484848737716675
4,0.8001391887664795,0.9620670080184937,9.999999747378752e-06,0.07247213274240494,0.8491213917732239,0.745505154132843,0.8841991424560547,0.9877287149429321,0.03483017534017563,0.9086236357688904,0.8609307408332825
5,0.8122027516365051,0.965183436870575,9.999999747378752e-06,0.0687304139137268,0.8596606850624084,0.758148729801178,0.8944805264472961,0.9889928102493286,0.03286772593855858,0.9151963591575623,0.8701298832893372
6,0.8232223391532898,0.9691487550735474,9.999999747378752e-06,0.06465321779251099,0.8633484244346619,0.7746201157569885,0.9009740352630615,0.9900487661361694,0.030938751995563507,0.9179864525794983,0.8782467246055603
7,0.8338939547538757,0.9726027250289917,9.999999747378752e-06,0.05880618467926979,0.872025728225708,0.7864516973495483,0.9069263935089111,0.991260290145874,0.028329823166131973,0.9213925004005432,0.8879870176315308
8,0.8328500390052795,0.974478542804718,9.999999747378752e-06,0.056399717926979065,0.8740674257278442,0.7881916165351868,0.9161255359649658,0.9921663999557495,0.02627408504486084,0.927973210811615,0.899350643157959
9,0.8471174836158752,0.9774652123451233,9.999999747378752e-06,0.05167602375149727,0.8817558884620667,0.8061710000038147,0.9177489280700684,0.992689311504364,0.025286298245191574,0.9333333373069763,0.9015151262283325
10,0.8509453535079956,0.9787511825561523,9.999999747378752e-06,0.05022677779197693,0.8876889944076538,0.8104628324508667,0.9242424368858337,0.9933023452758789,0.023925257846713066,0.9364194273948669,0.9085497856140137
11,0.8624289631843567,0.9818960428237915,9.999999747378752e-06,0.04565490409731865,0.8975037932395935,0.8257742524147034,0.9242424368858337,0.9937371611595154,0.022957274690270424,0.9376739263534546,0.911796510219574
12,0.8631249070167542,0.9812656044960022,9.999999747378752e-06,0.046168748289346695,0.8935022354125977,0.8262382745742798,0.9307359457015991,0.9940716624259949,0.02223966270685196,0.9382990598678589,0.9134199023246765
13,0.8690407276153564,0.9832760095596313,9.999999747378752e-06,0.0428779199719429,0.901288628578186,0.8356339335441589,0.9318181872367859,0.9944164752960205,0.021278738975524902,0.9433333277702332,0.9188311696052551
14,0.8828442096710205,0.9862003326416016,9.999999747378752e-06,0.03741198405623436,0.9093509316444397,0.8482774496078491,0.935606062412262,0.9945900440216064,0.020892685279250145,0.9457964897155762,0.9253246784210205
15,0.8876000642776489,0.9861920475959778,9.999999747378752e-06,0.03769632801413536,0.9104827642440796,0.8553532361984253,0.9383116960525513,0.9948652386665344,0.020097099244594574,0.9460352659225464,0.9296537041664124
16,0.8896879553794861,0.9873328804969788,9.999999747378752e-06,0.03625382110476494,0.9136486649513245,0.8603410124778748,0.9383116960525513,0.9951736330986023,0.019277876242995262,0.9456342458724976,0.9318181872367859
17,0.8939797878265381,0.9878891110420227,9.999999747378752e-06,0.03470830246806145,0.9191719889640808,0.865328848361969,0.9426407217979431,0.9953932762145996,0.018863527104258537,0.9499449729919434,0.9345238208770752
18,0.9017515182495117,0.9892126321792603,9.999999747378752e-06,0.03235724940896034,0.9218444228172302,0.8742605447769165,0.9426407217979431,0.9958040714263916,0.0182295311242342,0.950440526008606,0.9339826703071594
19,0.8990836143493652,0.9890961647033691,9.999999747378752e-06,0.032746490091085434,0.9209685325622559,0.8691567182540894,0.9448052048683167,0.9961347579956055,0.017932897433638573,0.9527212977409363,0.9377705454826355
20,0.9010555744171143,0.9902047514915466,9.999999747378752e-06,0.030702071264386177,0.924155592918396,0.8791323304176331,0.9453462958335876,0.9964230060577393,0.017032839357852936,0.9543454051017761,0.9388527870178223
21,0.9097552299499512,0.9906415939331055,9.999999747378752e-06,0.029912151396274567,0.9284061789512634,0.884468138217926,0.947510838508606,0.9963528513908386,0.017312733456492424,0.9564977884292603,0.9399350881576538
22,0.9095232486724854,0.9915426969528198,9.999999747378752e-06,0.027845514938235283,0.9312195181846619,0.8857440948486328,0.948051929473877,0.996526300907135,0.016848167404532433,0.9570956826210022,0.9415584206581116
23,0.911959171295166,0.9916026592254639,9.999999747378752e-06,0.027895484119653702,0.929326057434082,0.8877160549163818,0.9523809552192688,0.99664306640625,0.016127079725265503,0.9571663737297058,0.9431818127632141
24,0.9169470071792603,0.9919784665107727,9.999999747378752e-06,0.02669540047645569,0.9329062104225159,0.895139753818512,0.9550865888595581,0.9967908263206482,0.01575786992907524,0.9600219130516052,0.9485930800437927
25,0.9161350131034851,0.9929149150848389,9.999999747378752e-06,0.024787716567516327,0.9329716563224792,0.8976916670799255,0.9556276798248291,0.9967333078384399,0.015349566005170345,0.9594298005104065,0.9469696879386902
26,0.92355877161026,0.99318528175354,9.999999747378752e-06,0.024167079478502274,0.9408920407295227,0.9029114842414856,0.9550865888595581,0.9965685606002808,0.015387560240924358,0.9600219130516052,0.9485930800437927
27,0.9210068583488464,0.9930396676063538,9.999999747378752e-06,0.02491544932126999,0.9381343722343445,0.9005915522575378,0.9577922224998474,0.9972239136695862,0.014812229201197624,0.9648737907409668,0.951298713684082
28,0.926806628704071,0.9944264888763428,9.999999747378752e-06,0.021062517538666725,0.9412258863449097,0.9102192521095276,0.9583333134651184,0.9966791868209839,0.015078214928507805,0.9617486596107483,0.9523809552192688
29,0.9243707060813904,0.9942501783370972,9.999999747378752e-06,0.02152152545750141,0.9386672973632812,0.9036074876785278,0.9594155550003052,0.9968385100364685,0.014769536443054676,0.963914692401886,0.9540043473243713
